qid,query
302012,How do you find a Belkin router password How do you setup a Belkin router password
302162,What is a TDC
302327,What is the best software for a web designer to use
302329,How can I become more intellectual
302355,How do you know when your girlfriend is lying to you
302379,How many people from iits are in the Indian entertainment industry
302397,How can we end terrorism
302861,Why is stop and frisk important
303100,What is the best IDE on Mac
303239,What element was discovered first
303259,What are some movies you regretted about not being able to watch on big screen
303367,I have 43 marks in graduation Am I eligible for any banking exam
303965,Will Brexit signal the end of the European Union
304163,How can I get rid of a canker sore on the bottom of my tongue
304226,What are some Chinese mythology monsters and creatures
304309,Is keyword ranking still important in SEO
304349,How do you forget bad memories and move on
304382,What is the cheapest way to reach sec 37 gurgaon from Malviya Nagar
304450,What is the salary of architects
304483,About what percentage of the cells in your body contain the same genome
304788,What is the best hotel booking API
304813,Is MD quite a sufficient degree to treat the patient
304817,Where can I find a best five star hotel in Bhopal
304901,Who are the best directors of Bollywood
304993,Do you know of any psychopaths who have any religious beliefs
305087,What temperature is required to melt steel
305133,What is the difference between intensive and extensive properties
305269,Why do people watch Arnab Goswami debates
305364,How is solar energy used to generate electricity
305395,What are benefits of celibacy
305414,How many calories should a person eat a day to lose weight
305427,Is it true that if we will travel faster than the speed of light we can go toour past
305604,Epics of India What are the fundamental differences between Rama and Krishna
305753,Why does 112 and not 3
305835,Who is education for
305836,Where can I donate my organs in India
305923,Why is it ok for black people to use the n word 
306217,Which are the universities considered public ivies
306240,What are the top five yoga apps for learning yoga
306294,Was Jesus a Jew If he was why did he become Catholic
306396,What would be the rank in Amrita Entrance Exam AEEE if I score 140 marks
306580,What are the teachings of Siddhartha Gautama and what is he known for
306582,What is the best electronic music website
306585,If Einstein had more time to work on It would he have successfully come up with a UFT
306627,How do I keep my armpits from sweating
306774,How the deadpool is alive even after getting beheaded in wolverine origin
306804,How do satellites work
306810,When is stealing justified
306824,Where can I find best hotels in Nainital
307260,Why should I study hard and more
307282,What is your horrifying paranormal experience
307305,Whats the best way to remove black spots from your face
307347,Where is the best institute to learn VFX
307406,Where can the British community be found in Ontario
307423,I was applying for passport India and came across educational qualification Should I give it as 10th pass and above OR graduate and above
307459,How do you change your phone number in Verizon
307496,What is the true story behind the Texas Chainsaw Massacre
307870,What is the right time to lose your virginity
308169,What is the best or most interesting question on Quora
